cycle number,Q discharge/mA.h
1.0,3262.6744738045268
2.0,3263.511901165233
3.0,3262.9538475808367
4.0,3261.76640613471
5.0,3261.057192756758
6.0,3258.477707533907
7.0,3256.225984847006
8.0,3254.16196313314
9.0,3252.204240917019
10.0,3249.599257408857
11.0,3247.2089844959883
12.0,3244.027678057997
13.0,3241.533602497016
14.0,3238.474840906441
15.0,3235.5107726454
16.0,3232.804003166366
17.0,3229.581412466907
18.0,3227.2723968813752
19.0,3224.095884266904
20.0,3220.737146494953
21.0,3218.674816591929
22.0,3215.0640792407257
23.0,3212.0700547852944
24.0,3209.0628276383445
25.0,3206.27050012451
26.0,3203.248241864829
27.0,3200.588282060954
28.0,3197.6466191916243
29.0,3195.087449604222
30.0,3192.2748141833504
31.0,3189.185157431639
32.0,3186.520886912298
33.0,3184.081543653563
34.0,3181.197835401068
35.0,3178.694285000949
36.0,3176.226716437177
37.0,3174.7389571548088
38.0,3171.637297082787
39.0,3168.9652830897357
40.0,3166.423878489582
41.0,3163.892587271048
42.0,3161.585880266652
43.0,3159.2180050982
44.0,3156.7601010947
45.0,3154.495730361734
46.0,3152.009768796251
47.0,3149.798518177218
48.0,3147.4277489899355
49.0,3145.329685738797
50.0,3143.346072288953
51.0,3140.721768674994
52.0,3139.0025307076003
53.0,3136.5399750737847
54.0,3134.899029311795
55.0,3132.795752555747
56.0,3130.666611392009
57.0,3128.534683399252
58.0,3126.781966343317
59.0,3124.489505869009
60.0,3122.551191446532
61.0,3120.700873838297
62.0,3118.838774821911
63.0,3116.906185854766
64.0,3115.345770561932
65.0,3113.356368005099
66.0,3111.325268872613
67.0,3109.575030783827
68.0,3107.903095229493
69.0,3106.208254430745
70.0,3104.0419509414337
71.0,3102.148950258925
72.0,3100.646911112061
73.0,3099.144948513592
74.0,3097.472126746013
75.0,3095.705786326902
76.0,3093.46487056966
77.0,3093.059708132462
78.0,3090.9265685782866
79.0,3089.017882036403
80.0,3087.165812934566
81.0,3085.828675658095
82.0,3084.309505673967
83.0,3082.448613209772
84.0,3080.7538790124518
85.0,3079.355679206137
86.0,3077.315221274547
87.0,3075.222719903565
88.0,3073.857105603161
89.0,3071.7491745042607
90.0,3069.4232269276267
91.0,3067.766931986492
92.0,3066.066607678765
93.0,3064.022512351346
94.0,3060.6205949175346
95.0,3058.941193885224
96.0,3056.516388811443
97.0,3054.423848644476
98.0,3052.49810295627
99.0,3050.1101704950597
100.0,3047.806687199704
101.0,3045.851273538955
102.0,3043.4142468100317
103.0,3041.0385263924168
104.0,3038.8911210139977
105.0,3036.499785776776
106.0,3033.585065335149
107.0,3031.392349371064
108.0,3028.3760679322663
109.0,3025.7845739893937
110.0,3023.072110130481
111.0,3020.014505673828
112.0,3017.130084236248
113.0,3013.655731897381
114.0,3010.796255566134
115.0,3007.9771074254027
116.0,3004.542295488688
117.0,3001.2049395627173
118.0,2997.735755516222
119.0,2994.5072634438734
120.0,2990.681730590005
121.0,2986.962640788166
122.0,2983.3499240551782
123.0,2979.627979259709
124.0,2975.8183456616243
125.0,2971.681267071939
126.0,2967.632738370628
127.0,2963.2238752563485
128.0,2958.9984501995177
129.0,2954.437555753174
130.0,2950.026213507893
131.0,2945.2254426234254
132.0,2940.29500319024
133.0,2935.255842872722
134.0,2930.381194752331
135.0,2924.879411100124
136.0,2919.7859478880487
137.0,2914.450578556992
138.0,2908.797104763861
139.0,2904.518594262696
140.0,2897.153452909477
141.0,2891.1722010513
142.0,2885.464771498616
143.0,2879.3192659372303
144.0,2873.0007912223296
145.0,2866.5123005890587
146.0,2860.180542613255
147.0,2853.138569479032
148.0,2846.820783967421
149.0,2839.6255372450096
150.0,2832.616183246389
151.0,2825.285847137722
152.0,2818.3351565322528
153.0,2810.758513041856
154.0,2803.1967802355957
155.0,2795.477050491266
156.0,2787.794378198377
157.0,2779.546651950955
158.0,2771.658766892903
159.0,2763.5814441446946
160.0,2755.0210121095115
161.0,2746.566682734375
162.0,2737.663310076228
163.0,2728.867441760121
164.0,2720.069434077016
165.0,2711.357600520832
166.0,2701.582880684272
167.0,2691.470222388375
168.0,2681.503595561931
169.0,2670.912892922905
170.0,2660.426522517904
171.0,2649.78572552192
172.0,2638.455122561172
173.0,2626.914117789308
174.0,2615.321012592774
175.0,2604.359343760039
176.0,2592.854831938747
177.0,2580.216919555124
178.0,2567.82355570177
179.0,2555.142260024685
180.0,2542.307803310682
181.0,2529.1469711655
182.0,2516.165326980657
183.0,2502.220079276803
