cycle number,Q discharge/mA.h
2.0,3141.952749957681
3.0,3144.995987832845
4.0,3149.265765820451
5.0,3148.204864752061
6.0,3142.4242835622827
7.0,3137.574064491101
8.0,3130.59263144816
9.0,3120.147755253907
10.0,3108.6663306910523
11.0,3095.5593533641213
12.0,3081.4988366065804
13.0,3067.8673281262218
14.0,3050.88943783732
15.0,3034.9348750504546
16.0,3018.068132782657
17.0,2999.714178861493
18.0,2981.224355656335
19.0,2964.409140370282
20.0,2950.973589783126
21.0,2933.290495452341
22.0,2916.513223974881
23.0,2898.949746340602
24.0,2882.277477144911
25.0,2866.256733219267
26.0,86.16783015299481
27.0,2834.892239364016
28.0,2811.0173698760304
29.0,2790.658262980414
30.0,2766.713576360268
31.0,2736.665214495036
32.0,2702.840945055881
33.0,2660.606303742946
34.0,2613.547219684652
35.0,2561.544600589601
36.0,2507.992692235379
