cycle number,Q discharge/mA.h
1.0,3242.801040406631
2.0,3245.226802585857
3.0,3245.385333810222
4.0,3245.565847488745
5.0,3244.3642534924297
6.0,3243.283717175973
7.0,3241.97958250136
8.0,3240.290634185656
9.0,3237.848056002466
10.0,3235.562948220349
11.0,3232.9710507971167
12.0,3230.661350771757
13.0,3227.9977903606487
14.0,3225.3545511519374
15.0,3222.2316255486403
16.0,3219.71659415256
17.0,3216.77182030707
18.0,3213.753702042642
19.0,3211.139269512802
20.0,3208.1943049268907
21.0,3206.132115891112
22.0,3201.796285070257
23.0,3199.164242889813
24.0,3196.38522683865
25.0,3192.7939753653977
26.0,3190.4783706499543
27.0,3187.494206096595
28.0,3184.851117847631
29.0,3182.305608881837
30.0,3179.6761485569928
31.0,3176.835576119927
32.0,3173.855055899522
33.0,3171.31200156494
34.0,3169.078577508139
35.0,3166.373960495741
36.0,3163.762245308973
37.0,3161.06510112766
38.0,3158.402542542592
39.0,3155.459823443335
40.0,3153.5772729134114
41.0,3151.032056953393
42.0,3148.283991931561
43.0,3145.776308002657
44.0,3143.596675440133
45.0,3141.1091584079304
46.0,3138.52796918525
47.0,3136.720295847443
48.0,3134.352516186931
49.0,3131.77264791002
50.0,3129.716722243654
51.0,3127.390405685222
52.0,3125.2540648868817
53.0,3123.101471689045
54.0,3120.553170635714
55.0,3118.497899496394
56.0,3116.6697490303554
57.0,3114.4109635563145
58.0,3112.341367213134
59.0,3110.016008498263
60.0,3107.853330241834
61.0,3105.535684183893
62.0,3103.990191715498
63.0,3101.5804182657894
64.0,3100.1081060356983
65.0,3096.778116768799
66.0,3094.545084950222
67.0,3093.509291365016
68.0,3091.058986585557
69.0,3088.629747350938
70.0,3085.447337114125
71.0,3082.615939158392
72.0,3080.95208425849
73.0,3079.4303564876286
74.0,3076.5835994782174
75.0,3074.272512470432
76.0,3069.9147781275765
77.0,3068.18619437066
78.0,3062.795018003338
79.0,3060.2867895111767
80.0,3057.2584572956016
81.0,3054.714818367511
82.0,3051.728196875681
83.0,3048.748665890166
84.0,3045.280847002359
85.0,3042.618317311334
86.0,3039.5012568509947
87.0,3036.295874455837
88.0,3033.0001176152864
89.0,3029.944578488094
90.0,3026.557013036297
91.0,3022.596615786947
92.0,3019.024565379906
93.0,3016.071421921657
94.0,3012.285712447645
95.0,3008.451596294079
96.0,3004.5927643629293
97.0,3000.528839493817
98.0,2996.902689892172
99.0,2992.704370514728
100.0,2988.80900166775
101.0,2984.977757130531
102.0,2980.4478609733083
103.0,2976.2225527098262
104.0,2972.397738831787
105.0,2968.161721881376
106.0,2963.445445972494
107.0,2959.8296462915023
108.0,2955.053084016924
109.0,2950.121936479084
110.0,2945.1019313734278
111.0,2940.123667410614
112.0,2935.1151020638035
113.0,2931.067690180529
114.0,2926.44733779134
115.0,2921.622702941489
116.0,2916.313245292154
117.0,2911.916734946968
118.0,2907.1119688533568
119.0,2902.086789394532
120.0,2896.764916990015
121.0,2891.90466104804
122.0,2886.5127035182018
123.0,2880.955962872722
124.0,2875.801002334528
125.0,2869.998511390789
126.0,2865.2604914408366
127.0,2859.848715965035
128.0,2854.2258801201738
129.0,2848.626650274929
130.0,2842.9727064891217
131.0,2837.8414306056043
132.0,2832.3458821896697
133.0,2826.731999529352
134.0,2820.921110399303
135.0,2814.94226145928
136.0,2808.63601329427
137.0,2803.149070011664
138.0,2797.176962079538
139.0,2791.287341003419
140.0,2787.635349281954
141.0,2779.831112012532
142.0,2773.0014564031294
143.0,2766.75239029107
144.0,2760.5469846074766
145.0,2754.052794961344
146.0,2747.630304423151
147.0,2741.164120432808
148.0,2734.825411306018
149.0,2727.9727583195
150.0,2721.21743242825
151.0,2714.9794104269768
152.0,2708.226838792182
153.0,2702.202150906847
154.0,2695.0688352419697
155.0,2688.598246827663
156.0,2681.344386934544
157.0,2674.688106733262
158.0,2667.751949728598
159.0,2661.116713843858
160.0,2652.9848144407847
161.0,2645.712128738605
162.0,2638.3785894023968
163.0,2631.338488067219
164.0,2623.770152840712
165.0,2616.003162133517
166.0,2608.575719995253
167.0,2600.2736011751263
168.0,2592.949373450387
169.0,2585.336636159262
170.0,2577.100512017826
171.0,2569.683987465549
172.0,2561.791762533772
173.0,2553.088538103163
174.0,2544.217131250814
175.0,2536.473491959497
176.0,2528.636423426378
177.0,2520.098602682835
178.0,2511.342878706596
179.0,2502.248755311548
