cycle number,Q discharge/mA.h
1.0,3252.644667384576
2.0,3254.188675607914
3.0,3253.9794818594014
4.0,3252.372241634522
5.0,3250.1297456312404
6.0,3247.025715846084
7.0,3244.7974531389677
8.0,3241.892502211235
9.0,3238.998681777478
10.0,3236.625724524738
11.0,3233.374084829918
12.0,3230.406445356311
13.0,3227.198015369332
14.0,3222.301954143338
15.0,3218.7310800349933
16.0,3214.366381581217
17.0,3211.168675060628
18.0,3206.94179708713
19.0,3203.703612650147
20.0,3200.0750958532703
21.0,3196.584055234105
22.0,3191.785500537655
23.0,3188.6754616088847
24.0,3184.624034130859
25.0,3179.8498393865257
26.0,3176.320440600722
27.0,3173.258430902775
28.0,3169.483295582682
29.0,3166.115504532607
30.0,3162.880932493488
31.0,3159.462029912921
32.0,3156.725923274602
33.0,3152.884806655544
34.0,3150.055411799456
35.0,3146.9313995667903
36.0,3142.183772118054
37.0,3139.65357453898
38.0,3137.487311542428
39.0,3134.492838349065
40.0,3132.1256600404186
41.0,3128.3708983123106
42.0,3125.283239299587
43.0,3121.6240724385607
44.0,3118.678357007104
45.0,3115.5742574995943
46.0,3112.342621654865
47.0,3109.732159860844
48.0,3107.006410279946
49.0,3103.238820310602
50.0,3100.202129412032
51.0,3097.5569244839144
52.0,3094.937774898682
53.0,3092.1832702776424
54.0,3089.353624064535
55.0,3086.7047069878463
56.0,3084.431851021728
57.0,3081.85582183119
58.0,3079.9199539218457
59.0,3077.4293951661543
60.0,3075.278592775202
61.0,3073.900610472549
62.0,3071.1297146731217
63.0,3068.996180914577
64.0,3066.5241092001693
65.0,3064.0778420688207
66.0,3062.880708389214
67.0,3061.087739501005
68.0,3058.756022809246
69.0,3057.069392966852
70.0,3053.7349518515352
71.0,3052.1008422848854
72.0,3050.641688905437
73.0,3048.8658625241437
74.0,3046.555179044461
75.0,3043.5273793233227
76.0,3041.049694853651
77.0,3038.521285745579
78.0,3035.92281848592
79.0,3033.940096731771
80.0,3031.6804289248325
81.0,3029.301003785668
82.0,3027.3278838472493
83.0,3024.1920276262767
84.0,3021.807303929304
85.0,3019.482523446721
86.0,3016.56521799045
87.0,3014.419565734458
88.0,3011.497220304091
89.0,3008.501431558158
90.0,3005.3523115104167
91.0,3002.300262203095
92.0,2999.536211429579
93.0,2996.245640834012
94.0,2993.3583763650176
95.0,2990.343052756214
96.0,2986.178848930666
97.0,2982.825655964762
98.0,2979.079593002383
99.0,2975.033324722896
100.0,2971.516096286756
101.0,2967.66382803738
102.0,2963.616790645752
103.0,2958.73460501519
104.0,2954.217354556888
105.0,2948.973575173748
106.0,2944.730097702365
107.0,2940.006018527697
108.0,2934.328070476752
109.0,2928.750338260231
110.0,2923.022962015246
111.0,2917.287531176487
112.0,2912.097511235625
113.0,2906.613995621202
114.0,2900.294849719916
115.0,2893.7515918455656
116.0,2886.796359617921
117.0,2879.635954446886
118.0,2873.536742691513
119.0,2865.8821551734773
120.0,2857.725751736516
121.0,2849.4651486509856
122.0,2841.240459575331
123.0,2833.1226164354134
124.0,2823.8278390695536
125.0,2815.450066066488
126.0,2805.946449220241
127.0,2797.075295772974
128.0,2788.3195202007423
129.0,2778.671200600995
130.0,2769.023504087459
131.0,2759.57531139079
132.0,2749.797140548233
133.0,2740.29991453125
134.0,2731.2472121297187
135.0,2721.9395574371997
136.0,2711.565697118871
137.0,2701.024388939481
138.0,2690.600909128825
139.0,2682.485799882134
140.0,2672.427882377792
141.0,2661.165901010471
142.0,2650.853575868734
143.0,2639.695603932294
144.0,2628.393706447888
145.0,2618.021593606095
146.0,2606.076496308458
147.0,2594.602904594861
148.0,2582.585827898085
149.0,2569.873595487738
150.0,2557.611716723496
151.0,2546.375061883954
152.0,2535.176572420111
153.0,2521.51968092746
154.0,2507.8914426417373
