cycle number,Q discharge/mA.h
1.0,3229.038561143665
2.0,3228.593395901557
3.0,3228.634373234321
4.0,3226.5148356815585
5.0,3225.588472121582
6.0,3223.922785595707
7.0,3222.495469636231
8.0,3222.543335826686
9.0,3220.8883024945726
10.0,3219.102842674289
11.0,3217.830205481636
12.0,3215.241666555583
13.0,3213.0011242658147
14.0,3210.754222405601
15.0,3208.874515047336
16.0,3207.523518889701
17.0,3204.865897425399
18.0,3203.545199081625
19.0,3201.1402982762297
20.0,3198.532730426293
21.0,3197.686026272248
22.0,3195.391145078128
23.0,3193.4891560873743
24.0,3191.610453782824
25.0,3188.6279521681063
26.0,16.33662937852647
27.0,3186.2258539126256
28.0,3184.967814940322
29.0,3182.6219026316994
30.0,3180.628073680828
31.0,3179.0840834780547
32.0,3176.336552733833
33.0,3174.875852505016
34.0,3173.403658475074
35.0,3170.7897794104
36.0,3169.324145194093
37.0,3167.55699050103
38.0,3165.4143362666823
39.0,3163.878608603784
40.0,3161.7206447073027
41.0,3160.7954912896053
42.0,3158.761092936469
43.0,3156.398341203342
44.0,3155.726133583036
45.0,3153.330296837428
46.0,3152.1233693470613
47.0,3149.8844713590493
48.0,3148.1470816619176
49.0,3147.189000703666
50.0,3145.050464011911
51.0,3143.165906490477
52.0,15.976916102023662
53.0,3141.627821215412
54.0,3139.297062871092
55.0,3137.240667993571
56.0,3135.389726461185
57.0,3134.049703836673
58.0,3132.3486016588
59.0,3130.527200028212
60.0,3128.665454542238
61.0,3126.894355206163
62.0,3125.253755941839
63.0,3124.173384563802
64.0,3122.43896272651
65.0,3121.788296234809
66.0,3120.4550194384774
67.0,3118.57742411065
68.0,3116.764722326392
69.0,3115.455206604277
70.0,3113.2490624347606
71.0,3111.8848834453693
72.0,3110.2710296856044
73.0,3108.338283128661
74.0,3107.804216526288
75.0,3106.4130537771257
76.0,3104.06447852824
77.0,3103.445159943852
78.0,16.29943217814128
79.0,3100.418875960559
80.0,3099.16453724799
81.0,3097.6389067590303
82.0,3095.6026322398548
83.0,3094.263258850232
84.0,3092.5936940486627
85.0,3091.3501520553887
86.0,3089.862602989499
87.0,3088.112457506375
88.0,3086.043665397542
89.0,3085.101459965957
90.0,3084.23985250163
91.0,3081.727780650366
92.0,3080.503623072645
93.0,3079.401611784665
94.0,3079.218345948351
95.0,3077.434944984811
96.0,3076.6640066772497
97.0,3074.6351489516887
98.0,3073.253205407985
99.0,3071.608782197127
100.0,3069.302443967556
101.0,3068.423870607638
102.0,3066.754638691268
103.0,3066.693912149251
104.0,16.92006650024415
105.0,3063.789592080217
106.0,3061.75387961697
107.0,3060.019174451631
108.0,3058.200019692385
109.0,3057.203439885796
110.0,3055.108146729736
111.0,3053.539180726862
112.0,3052.086016987984
113.0,3050.850620636259
114.0,3049.519696446805
115.0,3048.230827565509
116.0,3046.707955341256
117.0,3044.518760775283
118.0,3043.921137144098
119.0,3042.5451343353966
120.0,3041.447982784154
121.0,3039.848980859243
122.0,3038.45149528266
123.0,3035.814662555202
124.0,3035.159273809137
125.0,3033.651174509956
126.0,3032.261114302709
127.0,3030.145361592204
128.0,3029.3897781433143
129.0,3027.4145508459446
130.0,18.51545050889757
131.0,3026.6467888849543
132.0,3024.288636720651
133.0,3023.31239600898
134.0,3021.595693420003
135.0,3019.318364794246
136.0,3017.608900745985
137.0,3015.986003152806
138.0,3014.21877098592
139.0,3012.567172476264
140.0,3011.200044608966
141.0,3009.155000351836
142.0,3008.0811380603027
143.0,3006.285120991889
144.0,3004.656993112118
145.0,3001.971139124079
146.0,3000.059159975857
147.0,2999.637239975448
148.0,2997.514394535186
149.0,2995.5119941688363
150.0,2994.705473070475
151.0,2992.1735879786493
152.0,2989.836764665797
153.0,2987.6331410028747
154.0,2984.4798823303227
155.0,2982.380757804905
156.0,22.670146674262146
157.0,2979.019274201659
158.0,2976.746779262562
159.0,2974.742576210531
160.0,2971.505598889434
161.0,2970.038056198054
162.0,2966.8099105944816
163.0,2964.6137558957234
164.0,2961.7025245918794
165.0,2957.899067421197
166.0,2955.540806950003
167.0,2952.61933196045
168.0,2949.3872637144627
169.0,2947.133916577828
170.0,2945.350791759844
171.0,2941.371862467583
172.0,2937.859248465709
173.0,2935.444820504692
174.0,2931.483473435195
175.0,2927.3688403176534
176.0,2923.4475385560418
177.0,2919.699303595649
178.0,2917.149160164659
179.0,2912.677610530193
180.0,2908.6213493268488
181.0,2905.575288414712
182.0,38.045517813720686
183.0,2896.7610101698165
184.0,2893.136473331298
185.0,2888.1740175105792
186.0,2883.9974486375568
187.0,2880.668262672662
188.0,2875.781919115127
189.0,2871.6551952043988
190.0,2866.5817023645
191.0,2861.287913634847
192.0,2855.483235247261
193.0,2851.70497090766
194.0,2847.028576067436
195.0,2841.617605764567
196.0,2837.3094754886906
197.0,2834.060476163736
198.0,2827.8748809632707
199.0,2823.322050882706
200.0,2817.182774018419
201.0,2810.820493398711
202.0,2807.1349574336737
203.0,2802.016478311899
204.0,2795.570206365698
205.0,2790.265217957492
206.0,2785.379711217719
207.0,2777.914574539386
208.0,72.03803632134334
209.0,2773.435928054334
210.0,2764.989156346436
211.0,2760.069702868654
212.0,2754.177048031005
213.0,2746.2986960502108
214.0,2741.191611806234
215.0,2736.7335572387688
216.0,2729.847500567628
217.0,2724.545703291285
218.0,2718.77318760905
219.0,2712.422950679117
220.0,2705.286067548421
221.0,2698.989454900172
222.0,2692.050149263916
223.0,2688.2049570719423
224.0,2680.444433955486
225.0,2677.753596927355
226.0,2671.79434687039
227.0,2661.605069303519
228.0,2656.469120685765
229.0,2647.195912617595
230.0,2642.363461622858
231.0,2633.894598577609
232.0,2628.419901820068
233.0,2627.736275487603
234.0,108.2574406922743
235.0,2625.4100322287327
236.0,2615.901253792184
237.0,2613.652271818577
238.0,2601.482738505315
239.0,2595.986564458144
240.0,2591.082560882569
241.0,2583.3476576780868
242.0,2580.0497638463
243.0,2572.204032642147
244.0,2564.812276204971
245.0,2560.448926697728
246.0,2553.659774632702
247.0,2547.912243490533
248.0,2543.697904814995
249.0,2537.934312919245
250.0,2531.518387040607
