cycle number,Q discharge/mA.h
1.0,3182.6940958852806
2.0,3186.4043592129187
3.0,3187.5401540909834
4.0,3186.549613601889
5.0,3188.098174484727
6.0,3188.4165282988843
7.0,3186.604579702147
8.0,3187.547622825382
9.0,3185.059056611871
10.0,3181.7113921648497
11.0,3182.1690663514537
12.0,3181.139319351672
13.0,3179.428733437635
14.0,3179.670838875462
15.0,3176.761379577773
16.0,3175.318517847495
17.0,3174.426994738906
18.0,3171.908322036136
19.0,3171.510062250163
20.0,3170.6409946327008
21.0,3166.3384064782704
22.0,3165.1597132423244
23.0,3162.917460297851
24.0,3161.293731582032
25.0,3161.1155005552832
26.0,23.749061979437943
27.0,3156.0579533174628
28.0,3155.224311467554
29.0,3153.055161195747
30.0,3149.370321970352
31.0,3147.690640121799
32.0,3145.805693516578
33.0,3144.371316625705
34.0,3142.597681714004
35.0,3141.0714488836
36.0,3139.304647317031
37.0,3137.1038823192
38.0,3135.117283908152
39.0,3133.464120645888
40.0,3131.104284030491
41.0,3129.6168240984443
42.0,3127.494749295249
43.0,3126.7501103129075
44.0,3122.514770014244
45.0,3120.832234773628
46.0,3118.701658371448
47.0,3117.457099887425
48.0,3116.323761025525
49.0,3111.995268216146
50.0,3111.247713581678
51.0,3108.375479516735
52.0,25.767474531656894
53.0,3107.461730631917
54.0,3105.0686081077743
55.0,3101.96179117798
56.0,3100.787978809812
57.0,3097.500273542343
58.0,3096.940059657526
59.0,3093.457491591524
60.0,3093.7937859474
61.0,3090.15105947442
62.0,3090.3233594095864
63.0,3086.488657143281
64.0,3086.136803256567
65.0,3083.3178704767543
66.0,3081.5690650293
67.0,3079.168888059083
68.0,3074.7900530303277
69.0,3075.572048358425
70.0,3073.093039359132
71.0,3071.373962530249
72.0,3069.960665295
73.0,3068.079851150581
74.0,3066.513924297014
75.0,3063.543330895862
76.0,3063.363071603731
77.0,3058.389231115315
78.0,28.900253376464853
79.0,3058.635169384631
80.0,3054.836071152206
81.0,3053.90640931071
82.0,3051.441375143228
83.0,3049.9372943256267
84.0,3046.3995930524343
85.0,3044.530395076494
86.0,3043.9240361500374
87.0,3042.715495293644
88.0,3041.647837027994
89.0,3038.644343078749
90.0,3037.2407552800846
91.0,3035.8467344241
92.0,3034.190900881214
93.0,3032.771247840034
94.0,3030.634836734615
95.0,3029.0865958157
96.0,3026.8313583411964
97.0,3024.666199099257
98.0,3022.7244505981425
99.0,3021.398723861899
100.0,3019.975892902017
101.0,3018.160679772271
102.0,3015.97044908515
103.0,3015.268236870252
104.0,35.48768817586263
105.0,3013.050941511095
106.0,3010.9001038380266
107.0,3009.170937975534
108.0,3007.059252054309
109.0,3005.7998894552943
110.0,3003.298109080135
111.0,3002.1642688831907
112.0,2999.922874244112
113.0,2998.494391958144
114.0,2996.500284450683
115.0,2994.433433776585
116.0,2992.54910867662
117.0,2991.46315826104
118.0,2989.797426162516
119.0,2988.596878089192
120.0,2986.8278505989565
121.0,2984.889595736762
122.0,2983.744788039145
123.0,2982.301525558676
124.0,2980.385917183566
125.0,2978.789264016656
126.0,2977.084460687117
127.0,2975.475670103488
128.0,2973.9006429608808
129.0,2972.443485810682
130.0,40.90049245022244
131.0,2970.619584692248
132.0,2969.0416925099016
133.0,2967.387587187226
134.0,2965.3907076372584
135.0,2964.4397709780574
136.0,2962.05360594401
137.0,2961.0924998440223
138.0,2959.6737439594176
139.0,2958.429288721655
140.0,2956.476601266412
141.0,2954.7841828757064
142.0,2953.3897530524373
143.0,2952.199244731718
144.0,2949.83929830458
145.0,2947.962967784693
146.0,2946.855007147354
147.0,2945.227532076684
148.0,2944.039779380561
149.0,2941.374044174939
150.0,2940.213249584148
151.0,2938.5584279577647
152.0,2936.6742562893323
153.0,2935.465210389131
154.0,2933.7821162487794
155.0,2932.642024765355
156.0,46.465663830566406
157.0,2932.208198757191
158.0,2929.929604379338
159.0,2928.3665158208555
160.0,2925.856321249186
161.0,2924.936682374674
162.0,2923.2192492772083
163.0,2922.071139631892
164.0,2920.4185722953303
165.0,2919.125047616917
166.0,2917.601359793293
167.0,2916.533484450142
168.0,2914.5681947090666
169.0,2913.061941027019
170.0,2912.199134610188
171.0,2910.566814995659
172.0,2908.5654563214785
173.0,2906.799942956407
174.0,2905.903676186932
175.0,2904.022606237251
176.0,2903.294275409477
177.0,2901.364740864666
178.0,2900.135928212212
179.0,2898.338104755992
180.0,2896.43041798218
181.0,2894.433785417074
182.0,50.66497384914823
183.0,2895.7919661230467
184.0,2893.203030909558
185.0,2890.2732016861964
186.0,2889.083444246829
187.0,2887.836951954208
188.0,2886.735998343504
189.0,2884.039077355686
190.0,2882.428234275584
191.0,2880.791932580431
192.0,2879.669557789445
193.0,2877.999094056803
194.0,2875.628903194582
195.0,2874.898895270996
196.0,2873.6754772123218
197.0,2871.650566677791
198.0,2869.857057420927
199.0,2868.682108726808
200.0,2867.376604645046
201.0,2865.258906060652
202.0,2864.162715711538
203.0,2862.304294364286
204.0,2861.080525489501
205.0,2858.648797055935
206.0,2856.1961977339674
