cycle number,Q discharge/mA.h
1.0,3076.494122164036
2.0,3066.182738162301
3.0,3059.1316137958424
4.0,3060.813416349692
5.0,3065.856579098304
6.0,3081.4152452383087
7.0,3076.635183051217
8.0,3070.479287169729
9.0,3060.679778155382
10.0,3062.523041112468
11.0,3059.852365798883
12.0,3054.34555294895
13.0,3045.1761014979384
14.0,3032.218047612578
15.0,3017.17602488824
16.0,3001.692348873426
17.0,2990.002677111136
18.0,2974.8828789451786
19.0,2957.5528318613037
20.0,2940.731063532715
21.0,2922.896734985758
22.0,2901.614898447129
23.0,2874.867767566734
24.0,2844.684437554527
25.0,2805.750872789308
26.0,98.5512204406738
27.0,2716.588738186715
28.0,2665.360330289307
29.0,2617.928838386638
30.0,2571.410668645156
31.0,2524.020913570557
