cycle number,Q discharge/mA.h
1.0,3240.056561778973
2.0,3241.215323132053
3.0,3240.597900902369
4.0,3240.049669442547
5.0,3239.379035948355
6.0,3237.756992099338
7.0,3236.077114394124
8.0,3233.9951987330464
9.0,3231.977797811956
10.0,3230.13963777032
11.0,3227.824046359592
12.0,3225.947637489285
13.0,3223.97408009074
14.0,3221.354051396216
15.0,3218.705075232474
16.0,3216.1694931524
17.0,3213.2428679924874
18.0,3210.6672803963206
19.0,3207.7601648034697
20.0,3204.966294491238
21.0,3202.127319764136
22.0,3199.676993030192
23.0,3196.854811278753
24.0,3193.2633763694957
25.0,3191.021542842068
26.0,20.92489852498373
27.0,3188.1700972625044
28.0,3184.380393535293
29.0,3180.269963383112
30.0,3178.031125244549
31.0,3174.862660752226
32.0,3172.274043487414
33.0,3169.193424552544
34.0,3166.385796667344
35.0,3164.091259455703
36.0,3161.043456380615
37.0,3158.462846710884
38.0,3155.71315330675
39.0,3152.822057419297
40.0,3151.226736835531
41.0,3148.5496047509773
42.0,3146.2884610930714
43.0,3143.446608791234
44.0,3141.032979527992
45.0,3138.7666454876007
46.0,3136.685058625761
47.0,3134.166616783582
48.0,3131.673874629989
49.0,3129.45110172906
50.0,3127.5611864066573
51.0,3125.2738894437653
52.0,22.76124383138021
53.0,3122.935912413868
54.0,3120.0450398932567
55.0,3117.723219625788
56.0,3114.883798404813
57.0,3112.8183659754777
58.0,3110.606863374835
59.0,3108.065976814916
60.0,3105.964842816295
61.0,3103.570839806317
62.0,3101.308746764186
63.0,3099.068141394314
64.0,3097.1681009026424
65.0,3094.606750191512
66.0,3092.5234115452754
67.0,3090.47597639662
68.0,3088.509126981609
69.0,3086.005285738662
70.0,3085.214771485866
71.0,3081.316565152315
72.0,3078.8719911931703
73.0,3076.5177106986494
74.0,3073.9624351719817
75.0,3072.3722134880923
76.0,3069.1802193132867
77.0,3067.06808664849
78.0,26.06675919623481
79.0,3064.93297659451
80.0,3061.86938309733
81.0,3058.6693158970784
82.0,3055.857059847277
83.0,3052.953865067678
84.0,3050.6971670529542
85.0,3048.02853699368
86.0,3044.850915162624
87.0,3041.780478187256
88.0,3039.38496359375
89.0,3036.457207295871
90.0,3033.618923666587
91.0,3030.900861171878
92.0,3027.318147703449
93.0,3025.185500514189
94.0,3021.785725715736
95.0,3018.688275899658
96.0,3015.33031929918
97.0,3012.100561680096
98.0,3008.8261283733427
99.0,3005.3845195136187
100.0,3002.04212440877
101.0,2998.225489414062
102.0,2994.823165874021
103.0,2991.124342061228
104.0,34.93548386949327
105.0,2987.005745320365
106.0,2980.718634696452
107.0,2975.257999630669
108.0,2970.3864459172887
109.0,2966.253678138155
110.0,2959.4644385457373
111.0,2954.591309964599
112.0,2949.461352392714
113.0,2944.681454022486
114.0,2939.328574889732
115.0,2933.836831306968
116.0,2927.605678988171
117.0,2922.0296914778664
118.0,2915.674943682048
119.0,2909.9396837886543
120.0,2903.756229437121
121.0,2897.017986669923
122.0,2890.965455130749
123.0,2883.1446970732927
124.0,2876.2437004554577
125.0,2869.219417230766
126.0,2862.167692730714
127.0,2854.9696374159103
128.0,2846.882855689696
129.0,2840.410995497502
130.0,45.20896138047959
131.0,2835.508775286999
132.0,2823.070109378933
133.0,2813.052116948109
134.0,2803.5830564146613
135.0,2793.488051949329
136.0,2783.663642826063
137.0,2774.7704271167
138.0,2765.962994986029
139.0,2757.329013288845
140.0,2748.229277123483
141.0,2739.5519295088707
142.0,2730.9100379796027
143.0,2722.094727907579
144.0,2713.491111309274
145.0,2704.231434952932
146.0,2695.5532207469337
147.0,2686.5320567465537
148.0,2678.016087117649
149.0,2669.4020597928893
150.0,2659.329440374484
151.0,2649.759415116781
152.0,2639.752742501898
153.0,2630.246335864531
154.0,2620.430308963896
155.0,2610.138144809572
156.0,59.593603095703145
157.0,2600.560364196369
158.0,2583.458845046252
159.0,2568.152243634168
160.0,2554.777794483237
161.0,2541.479055596381
162.0,2528.504047563473
163.0,2514.953720316841
164.0,2501.375393040229
