cycle number,Q discharge/mA.h
1.0,3276.766683421768
2.0,3277.58335952596
3.0,3274.7504585028746
4.0,3271.548235687935
5.0,3269.7201053426143
6.0,3267.2189996964507
7.0,3263.735060369735
8.0,3260.232839897734
9.0,3255.968085512966
10.0,3252.609297109648
11.0,3248.686364816082
12.0,3243.8440011420366
13.0,3238.9799905126943
14.0,3233.133871499429
15.0,3227.454681428627
16.0,3223.253946468369
17.0,3216.8945273923077
18.0,3211.7756527815773
19.0,3205.878645362143
20.0,3200.126518920358
21.0,3195.916833070882
22.0,3189.6956102476647
23.0,3183.723202051324
24.0,3180.110588758135
25.0,3173.74748993544
26.0,3169.161140317654
27.0,3163.698315820992
28.0,3159.091262863358
29.0,3154.99502134128
30.0,3150.1453569595
31.0,3145.286605218236
32.0,3142.033045734593
33.0,3136.358167677679
34.0,3132.7468717569973
35.0,3128.686428247069
36.0,3124.656077861466
37.0,3122.361352267251
38.0,3116.729706097278
39.0,3112.946792192245
40.0,3109.985297889541
41.0,3106.0723956818297
42.0,3103.278825603029
43.0,3099.775596674801
44.0,3096.4646101869
45.0,3095.208912186011
46.0,3091.0546375382487
47.0,3088.62918279514
48.0,3086.506132053089
49.0,3083.258652989641
50.0,3080.470615892468
51.0,3077.946860730929
52.0,3075.6950478240287
53.0,3074.3631629086653
54.0,3070.748137790258
55.0,3068.89060741821
56.0,3067.191480217829
57.0,3064.9973151348213
58.0,3063.5399069600426
59.0,3060.526683233915
60.0,3058.673744567874
61.0,3058.300091538765
62.0,3055.452583638647
63.0,3053.88466667589
64.0,3051.505736961261
65.0,3049.425937062989
66.0,3048.612990916883
67.0,3045.458724323866
68.0,3043.165264399685
69.0,3041.755556265057
70.0,3038.8857105877
71.0,3037.293659006211
72.0,3036.4724426436387
73.0,3034.6386930929903
74.0,3034.196532760143
75.0,3030.019499432782
76.0,3029.0734594718438
77.0,3026.342171818168
78.0,3024.4234001036243
79.0,3023.224425759955
80.0,3021.022797720539
81.0,3019.165504617647
82.0,3018.0599837778022
83.0,3015.549910418158
84.0,3013.6705497778303
85.0,3012.266120659992
86.0,3009.852730217423
87.0,3009.764822535263
88.0,3006.52689042806
89.0,3005.0483506332757
90.0,3003.096415228813
91.0,3000.797214331189
92.0,2999.249664488388
93.0,2997.952644097766
94.0,2995.625647721759
95.0,2993.8798734206816
96.0,2992.064527921549
97.0,2990.6933316316718
98.0,2989.023666325005
99.0,2987.052931189506
100.0,2986.18473679891
101.0,2983.0688829395867
102.0,2981.6293119318325
103.0,2979.676493915747
104.0,2977.403442182073
105.0,2977.0387272793214
106.0,2975.062399828561
107.0,2972.751019608559
108.0,2970.88324296563
109.0,2968.754768739828
110.0,2966.9619045669237
111.0,2965.582151985404
112.0,2963.26599812134
113.0,2961.673995842555
114.0,2959.85522453532
115.0,2958.0502119683147
116.0,2956.355973864203
117.0,2954.2997538274467
118.0,2953.0368322460963
119.0,2950.825163580322
120.0,2948.3139756259498
121.0,2946.277470073923
122.0,2943.91335486274
123.0,2943.200470667317
124.0,2940.413704266358
125.0,2937.52450524007
126.0,2934.846942879638
127.0,2933.291521794295
128.0,2931.6562128793685
129.0,2928.683770476213
130.0,2925.954886647271
131.0,2923.5110670369454
132.0,2921.298655303275
133.0,2918.673861590034
134.0,2915.4873046822136
135.0,2912.747302699109
136.0,2910.434837976618
137.0,2907.6285794993737
138.0,2907.15913732951
139.0,2903.619131474878
140.0,2901.394030809055
141.0,2902.0470141570363
142.0,2897.78296961412
143.0,2893.5144721156157
144.0,2888.246610176458
145.0,2885.822772143961
146.0,2882.595048753391
147.0,2878.220688150093
148.0,2875.542696621095
149.0,2872.4319066338426
150.0,2865.769298603925
151.0,2863.802448536647
152.0,2859.432014356009
153.0,2854.525723712563
154.0,2850.178090672608
155.0,2847.34379790758
156.0,2845.9615411859804
157.0,2838.0425041843
158.0,2835.9441876180013
159.0,2833.41946471761
160.0,2826.527699255102
161.0,2824.6053538854994
162.0,2815.8896901475678
163.0,2811.276055722658
164.0,2806.4146612710247
165.0,2801.5350620533586
166.0,2798.6120430938
167.0,2792.185620984837
168.0,2786.873400947129
169.0,2781.061242921142
170.0,2776.258939657663
171.0,2773.116178124999
172.0,2766.2760863604053
173.0,2760.784094648708
174.0,2755.3677628521023
175.0,2749.038648671605
176.0,2745.779803487278
177.0,2739.067213309732
178.0,2733.331051962619
179.0,2727.070885841475
180.0,2720.550933996311
181.0,2716.663196249184
182.0,2709.037341783722
183.0,2701.45720216173
184.0,2695.4052610016533
185.0,2688.541142422552
186.0,2682.814045164526
187.0,2675.511176106229
188.0,2667.860768250327
189.0,2660.630929363066
190.0,2653.369637609726
191.0,2651.355272136906
192.0,2643.521600171171
