cycle number,Q discharge/mA.h
2.0,3235.056561228164
3.0,3232.917854912517
4.0,3232.105162526991
5.0,3231.1567556810164
6.0,3229.868272619223
7.0,3228.397954240178
8.0,3227.260096084392
9.0,3224.329738806557
10.0,3222.6486991975908
11.0,3220.8765812736024
12.0,3218.06939370863
13.0,3216.1480049145503
14.0,3213.624454117298
15.0,3212.166936519638
16.0,3210.0560368275283
17.0,3208.375565790338
18.0,3206.4365851512293
19.0,3203.649755401069
20.0,3201.983726048583
21.0,3199.496480240341
22.0,3197.636712845188
23.0,3195.457181172959
24.0,3192.9782686682142
25.0,3191.306712576903
26.0,15.61669691148546
27.0,3189.247731799995
28.0,3186.126173473986
29.0,3184.662253398033
30.0,3181.63166642226
31.0,3180.0460034347902
32.0,3178.016528721787
33.0,3175.819550174696
34.0,3173.572583784721
35.0,3172.776685962591
36.0,3170.421749803059
37.0,3168.612148004831
38.0,3167.343276543513
39.0,3165.070177621933
40.0,3163.4481972831218
41.0,3161.087827589112
42.0,3159.6817897470423
43.0,3157.744047050509
44.0,3156.195500800781
45.0,3154.3386235399043
46.0,3152.1802219946285
47.0,3150.6908208677864
48.0,3150.085495607909
49.0,3148.316791467691
50.0,3145.9761478663454
51.0,3144.626252461211
52.0,16.33645924886067
53.0,3141.925197485083
54.0,3139.680173066812
55.0,3138.1999774205183
56.0,3137.4224284206844
57.0,3135.001283514809
58.0,3132.625880242918
59.0,3131.267607459176
60.0,3129.462698098416
61.0,3127.020519818115
62.0,3126.401155844997
63.0,3123.949050098468
64.0,3122.698151391197
65.0,3121.6580219595007
66.0,3120.4577897671165
67.0,3118.73382157308
68.0,3116.617336026614
69.0,3115.2214770802148
70.0,3113.184406890733
71.0,3111.515215726454
72.0,3110.583689195963
73.0,3109.3186312004937
74.0,3107.627497457141
75.0,3105.83221143175
76.0,3104.401945512967
77.0,3103.774215298665
78.0,16.656730005560988
79.0,3101.300424695503
80.0,3099.229219554306
81.0,3097.745130729303
82.0,3096.30777382229
83.0,3094.402262969563
84.0,3092.704185074057
85.0,3091.264839850124
86.0,3088.982383430312
87.0,3087.568168559163
88.0,3085.5555320768235
89.0,3083.784164518499
90.0,3083.606809033205
91.0,3086.366816074081
92.0,3081.786483465032
93.0,3081.267095588651
94.0,3080.384825057782
95.0,3078.736632016737
96.0,3076.442624680446
97.0,3075.1655594177228
98.0,3073.32388979587
99.0,3071.711788464626
100.0,3070.09469922309
101.0,3068.540754601916
102.0,3068.2147856483284
103.0,3066.186078338352
104.0,17.21254388536241
105.0,3064.0143684638097
106.0,3061.662254112685
107.0,3059.876725222845
108.0,3057.888922411159
109.0,3056.49974243327
110.0,3055.712357867161
111.0,3054.936092175971
112.0,3053.6843391776533
113.0,3050.944378225234
114.0,3049.319830433484
115.0,3048.58135228231
116.0,3045.867374262967
117.0,3044.970896305473
118.0,3042.563499810249
119.0,3041.0894930026598
120.0,3040.0754159865974
121.0,3038.8322642876487
122.0,3037.3293654492186
123.0,3037.140310605332
124.0,3035.6817461595333
125.0,3033.565364144964
126.0,3031.445177479789
127.0,3030.555088772381
128.0,3028.526761753878
129.0,3026.6454674296056
130.0,19.015200485432945
131.0,3024.5465363991966
132.0,3029.6384221261937
133.0,3027.4504418131487
134.0,3024.2341341874157
135.0,3024.2001024728715
136.0,3021.91278002604
137.0,3019.6752675751422
138.0,3017.304531759308
139.0,3016.103638045516
140.0,3014.698419101831
141.0,3012.63506162367
142.0,3011.5113274249907
143.0,3009.2600018337653
144.0,3007.5615658679217
145.0,3006.405283596599
146.0,3005.368892815484
147.0,3003.632900820313
148.0,3002.4084596907537
149.0,3000.771008812932
150.0,2998.82966317993
151.0,2996.181308554146
152.0,2994.4776347593843
153.0,2992.5229571135824
154.0,2990.532599310302
155.0,2988.813671740722
156.0,21.466802071126303
157.0,2987.414693205567
158.0,2983.3497705178497
159.0,2981.5426549792483
160.0,2978.433167978377
161.0,2975.438432772215
162.0,2972.322036129286
163.0,2969.716616898736
164.0,2968.117034746367
165.0,2965.5986374342133
166.0,2962.901149650879
167.0,2960.726411473524
168.0,2960.3472061636
169.0,2958.1584402598714
170.0,2954.948990348578
171.0,2950.5144443150484
172.0,2947.199606641031
173.0,2945.170145736898
174.0,2941.1861659636797
175.0,2938.8151553464063
176.0,2936.4756999646006
177.0,2932.746286241052
178.0,2929.2296185508912
179.0,2926.622444926894
180.0,2924.467701146104
181.0,2921.6368665489367
182.0,32.27017307847765
183.0,2916.220873244496
184.0,2914.173066171334
185.0,2909.1039702970397
186.0,2904.244268070338
187.0,2900.526461041396
188.0,2896.653644725478
189.0,2892.754680536977
190.0,2889.790750066056
191.0,2886.3244610946977
192.0,2880.764863888617
193.0,2876.221945777454
194.0,2872.143521967503
195.0,2867.5056813906544
196.0,2864.259682729765
197.0,2860.375238530679
198.0,2854.6415848859306
199.0,2850.656799059926
200.0,2847.47890575331
201.0,2844.136309564344
202.0,2839.335891974825
203.0,2835.7354247781
204.0,2829.488715953371
205.0,2824.0973899301475
206.0,2817.798626207275
207.0,2813.0617431053333
208.0,59.27699378499349
209.0,2801.914448692763
210.0,2797.3601750874845
211.0,2792.9947339545342
212.0,2786.2716173866106
213.0,2781.872333012561
214.0,2775.3940355765776
215.0,2772.640755141465
216.0,2767.956350810818
217.0,2762.610363772243
218.0,2755.886587125382
219.0,2749.5793168650985
220.0,2741.249754554171
221.0,2732.668700873753
222.0,2726.174171090493
223.0,2721.5819785696062
224.0,2715.494489454211
225.0,2707.569200300564
226.0,2701.353391037871
227.0,2696.35803782457
228.0,2688.405505354141
229.0,2683.934679944255
230.0,2676.570474774305
231.0,2670.8885335419377
232.0,2663.735982594402
233.0,2658.3728491840257
234.0,101.01366623521592
235.0,2655.3661356184907
236.0,2645.944932022432
237.0,2638.627964769018
238.0,2632.07943591173
239.0,2625.206891890869
240.0,2619.177917832438
241.0,2612.645503773193
242.0,2607.056465948623
243.0,2599.777499414333
244.0,2598.065419355606
245.0,2593.534670565864
246.0,2587.4444917612022
247.0,2579.6908264295803
248.0,2573.701177784559
249.0,2565.970335620118
250.0,2558.399997720539
251.0,2552.320617734784
252.0,2551.538492745088
253.0,2545.2695445273152
254.0,2536.38800117052
255.0,2530.265447061091
256.0,2523.816436486274
257.0,2520.149421965467
258.0,2513.502878147516
259.0,2508.221379402536
260.0,142.9399876013184
261.0,2513.125002169596
262.0,2507.163827935522
