cycle number,Q discharge/mA.h
1.0,3266.668529924858
2.0,3267.656143103161
3.0,3266.13089212321
4.0,3264.6218431146885
5.0,3263.1014980913624
6.0,3260.9461701794426
7.0,3260.371659439293
8.0,3257.680119124078
9.0,3253.650161977677
10.0,3251.416764671355
11.0,3248.149151214193
12.0,3246.367258566488
13.0,3243.142263647461
14.0,3238.4765559777834
15.0,3236.237807481557
16.0,3233.988933158634
17.0,3229.595560923261
18.0,3226.534790912408
19.0,3223.2910418042
20.0,3220.0636804688843
21.0,3217.628079721273
22.0,3213.607794648302
23.0,3209.993872342663
24.0,3207.6673708058006
25.0,3203.430314070638
26.0,3200.614290117052
27.0,3197.020176815594
28.0,3193.428615227459
29.0,3190.9293781453443
30.0,3187.109097160238
31.0,3183.5260001653364
32.0,3181.308801492107
33.0,3177.074453700493
34.0,3174.705100886911
35.0,3171.985420573189
36.0,3168.776047581109
37.0,3166.993248632133
38.0,3162.786099862604
39.0,3159.832580518933
40.0,3157.041270273709
41.0,3154.440286167401
42.0,3151.73468728719
43.0,3148.67827164442
44.0,3145.9324139709493
45.0,3144.095416612547
46.0,3140.941552338326
47.0,3138.140889460447
48.0,3135.450393508574
49.0,3132.676861943357
50.0,3130.5439530392778
51.0,3127.953215603434
52.0,3125.26324299669
53.0,3123.841780144315
54.0,3120.877841384414
55.0,3118.8513507571056
56.0,3116.073490566137
57.0,3113.251039540066
58.0,3112.082638094886
59.0,3109.5099459535054
60.0,3106.7129882245563
61.0,3104.6109928356927
62.0,3102.424901177842
63.0,3100.531839754229
64.0,3098.3382023506706
65.0,3095.999403932832
66.0,3094.485074583197
67.0,3092.1727694685883
68.0,3090.442470602618
69.0,3087.922187618
70.0,3085.5734221067964
71.0,3083.7213628217232
72.0,3081.855229997694
73.0,3080.078428383788
74.0,3078.357632014023
75.0,3076.099075227456
76.0,3073.9579505571865
77.0,3071.14406097331
78.0,3069.180604241265
79.0,3068.347605049777
80.0,3065.621110237495
81.0,3063.846785317246
82.0,3061.661613305258
83.0,3059.751048955216
84.0,3058.1457887742768
85.0,3056.411164104545
86.0,3054.001599715848
87.0,3053.114284607207
88.0,3050.9134044514976
89.0,3049.059682607016
90.0,3046.7519365147555
91.0,3045.106391313342
92.0,3044.5404194923217
93.0,3041.972396533204
94.0,3040.33616754164
95.0,3038.1324147029623
96.0,3036.045743717312
97.0,3034.821859077962
98.0,3032.3383812190777
99.0,3030.447593199462
100.0,3028.288028817681
101.0,3026.901653008492
102.0,3025.15852306573
103.0,3023.439425669894
104.0,3021.0218078933367
105.0,3020.033100207248
106.0,3017.255655677628
107.0,3015.597827823894
108.0,3013.1264801988377
109.0,3011.432482677272
110.0,3010.168512883166
111.0,3007.359332915312
112.0,3004.825356711559
113.0,3001.9815611592603
114.0,3000.0162822911243
115.0,2997.788674783938
116.0,2994.9003439761
117.0,2992.495307835557
118.0,2990.390809864636
119.0,2987.3770824670423
120.0,2985.039400581057
121.0,2981.710468381617
122.0,2979.014928890517
123.0,2977.580162837593
124.0,2973.821568490124
125.0,2970.91824166436
126.0,2967.610802772895
127.0,2964.962369817164
128.0,2962.799820045981
129.0,2958.431081534153
130.0,2955.488740439996
131.0,2951.490745416259
132.0,2948.010392201333
133.0,2944.841510998534
134.0,2940.47945572781
135.0,2936.082439792617
136.0,2932.29217452718
137.0,2928.6477566328945
138.0,2925.021876046414
139.0,2920.702215218235
140.0,2916.23580828342
141.0,2912.5342975198023
142.0,2908.1543449391
143.0,2903.7843270507788
144.0,2898.722308021648
145.0,2893.6041198242187
146.0,2889.421426771375
147.0,2883.763720982533
148.0,2878.31206061849
149.0,2872.566737298178
150.0,2867.136622810058
151.0,2862.4606849560573
152.0,2855.78926964274
153.0,2849.632924500054
154.0,2843.1547495796726
155.0,2836.734749346789
156.0,2831.596358828804
157.0,2823.867400515274
158.0,2816.756046837702
159.0,2809.819023258056
160.0,2802.758944716256
161.0,2797.069875289987
162.0,2789.044144721272
163.0,2781.8387910588926
164.0,2774.593043701986
165.0,2766.245417730036
166.0,2760.392602971463
167.0,2752.513839192165
168.0,2745.299601598851
169.0,2738.014141569285
170.0,2730.491206625165
171.0,2723.351396432021
172.0,2715.58946831828
173.0,2707.477519738633
174.0,2699.74846605306
175.0,2691.469196590033
176.0,2682.635107826336
177.0,2675.4872660050432
178.0,2668.796837698027
179.0,2658.976157744817
180.0,2651.405613656549
181.0,2641.301330208061
182.0,2634.517928094754
183.0,2625.546393738744
184.0,2614.904520192193
185.0,2605.703354454753
186.0,2596.363235657146
187.0,2586.118256115585
188.0,2575.909213179254
189.0,2565.94243455051
190.0,2556.850361664226
191.0,2545.038925012748
192.0,2534.381823088243
193.0,2523.012380555418
