cycle number,Q discharge/mA.h
1.0,3269.070950310734
2.0,3270.7055266239427
3.0,3270.954470745442
4.0,3269.28990374783
5.0,3267.536466712373
6.0,3267.052125406224
7.0,3263.843805721843
8.0,3260.675365017363
9.0,3259.225056595592
10.0,3254.7829179669875
11.0,3252.9703891723634
12.0,3250.231612042779
13.0,3245.89374627238
14.0,3241.898320753039
15.0,3238.477200216877
16.0,3234.416640052896
17.0,3230.542331931153
18.0,3226.2841619004994
19.0,3222.649915487741
20.0,3218.540632075465
21.0,3214.5344130748167
22.0,3210.373719289414
23.0,3206.501406910265
24.0,3202.135903804934
25.0,3198.184363355172
26.0,3194.496526031764
27.0,3190.380773945177
28.0,3186.184539043515
29.0,3181.710203330759
30.0,3178.5516843886967
31.0,3174.5994905040147
32.0,3170.51020818617
33.0,3166.47624851956
34.0,3162.90180953125
35.0,3159.072875540771
36.0,3155.29526869751
37.0,3151.821679535454
38.0,3148.84813505995
39.0,3145.144229637453
40.0,3142.202043349201
41.0,3138.404304427084
42.0,3135.5701445928303
43.0,3131.831154483642
44.0,3128.772752681074
45.0,3125.7241628114148
46.0,3122.6820081353058
47.0,3119.792724422879
48.0,3116.9671829536933
49.0,3114.023178535704
50.0,3111.368129831544
51.0,3108.763804987794
52.0,3106.1945855783392
53.0,3103.527374465877
54.0,3101.259466875405
55.0,3098.3738950516777
56.0,3096.449563872478
57.0,3094.2834225142383
58.0,3091.742096628686
59.0,3089.573058740503
60.0,3087.217157397868
61.0,3085.3392185477696
62.0,3083.230757595487
63.0,3081.016089260254
64.0,3078.982490996093
65.0,3077.119915873345
66.0,3075.029006837025
67.0,3072.9696255931262
68.0,3071.5119909845644
69.0,3069.697390163169
70.0,3067.753339841035
71.0,3066.103697668186
72.0,3064.279080023604
73.0,3062.8045691021057
74.0,3061.521453351372
75.0,3059.5869706153694
76.0,3057.964674778645
77.0,3056.4542981179493
78.0,3055.083115167914
79.0,3053.557767094183
80.0,3052.028223424343
81.0,3050.390638851452
82.0,3048.8465624469677
83.0,3046.944469687501
84.0,3045.539198908421
85.0,3044.1641918766272
86.0,3042.988500687115
87.0,3041.351006803927
88.0,3039.940510264079
89.0,3038.35536127062
90.0,3037.382984530031
91.0,3035.9364489105933
92.0,3034.132878405491
93.0,3032.697351742351
94.0,3030.921973033313
95.0,3029.838681142444
96.0,3027.924943779568
97.0,3026.436278460149
98.0,3025.335738441435
99.0,3023.837005135771
100.0,3022.368410219048
101.0,3021.0602075001343
102.0,3019.5083318912752
103.0,3017.8751879153087
104.0,3016.325775444334
105.0,3014.8942189462628
106.0,3013.270712489555
107.0,3011.800937982992
108.0,3010.311667844644
109.0,3008.273722421061
110.0,3006.565287860517
111.0,3004.988122156034
112.0,3003.2688123029247
113.0,3001.539999855414
114.0,2999.6621361652305
115.0,2998.541764515379
116.0,2996.370254857722
117.0,2994.378356373698
118.0,2992.7367934133586
119.0,2991.0270391417102
120.0,2989.24561870592
121.0,2987.2368067057287
122.0,2985.282898490668
123.0,2983.486325399713
124.0,2981.3080151846
125.0,2979.522187951523
126.0,2977.108227551541
127.0,2975.477139546171
128.0,2972.941308400064
129.0,2970.643919856233
130.0,2968.48957041124
131.0,2966.198079821776
132.0,2963.906073620741
133.0,2961.09702516927
134.0,2958.606526799995
135.0,2956.0097146503385
136.0,2953.732930525852
137.0,2950.6513998917626
138.0,2948.0733246480327
139.0,2945.36154271498
140.0,2942.693447599961
141.0,2939.4366891753475
142.0,2936.962965089924
143.0,2934.259861405164
144.0,2930.398184285074
145.0,2927.7659734139006
146.0,2924.2074412352163
147.0,2920.5898272539616
148.0,2917.551460846219
149.0,2913.843194002959
150.0,2910.144972574737
151.0,2906.900852043188
152.0,2902.614288881022
153.0,2898.378075468476
154.0,2894.5086837764507
155.0,2890.7410526728004
156.0,2886.591250389674
157.0,2882.045646611327
158.0,2877.624912923448
159.0,2872.60375535075
160.0,2867.753377739664
161.0,2863.172954460039
162.0,2858.124145232069
163.0,2852.608208289115
164.0,2847.551709249945
165.0,2842.389701675213
166.0,2837.980373068712
167.0,2832.5391099107537
168.0,2827.3111788773576
169.0,2821.866903578017
170.0,2816.381794138861
171.0,2811.1002230772583
172.0,2806.015698435871
173.0,2800.4668805272054
174.0,2794.707663656276
175.0,2788.947683794353
176.0,2782.8969950770424
177.0,2777.270423028294
178.0,2771.387646209989
179.0,2765.645913685979
180.0,2760.003522907038
181.0,2753.445489236247
182.0,2746.956499803329
183.0,2740.651008532714
184.0,2733.987046696913
185.0,2729.135994756674
186.0,2720.860068951145
187.0,2713.900046610649
188.0,2707.187211540392
189.0,2701.198532779542
190.0,2693.676644405921
191.0,2686.973580055202
192.0,2679.380478675404
193.0,2672.403732144372
194.0,2665.136706850045
195.0,2657.485251977403
196.0,2650.200803184408
197.0,2642.065044106173
198.0,2634.634895537655
199.0,2626.940491151396
200.0,2618.522682132027
201.0,2610.297574997559
202.0,2602.669430213757
203.0,2593.848538294003
204.0,2585.092431481394
205.0,2576.33765249566
206.0,2567.795777659778
207.0,2557.952852863227
208.0,2548.771506365561
