cycle number,Q discharge/mA.h
1.0,3258.51153141127
2.0,3259.475529716118
3.0,3261.6197300013537
4.0,3259.708150444608
5.0,3257.012935723059
6.0,3255.649695373265
7.0,3253.576918670924
8.0,3251.174423093669
9.0,3249.115281240234
10.0,3245.567227466634
11.0,3242.258555417615
12.0,3239.270566965061
13.0,3235.459073833279
14.0,3232.560193813476
15.0,3227.397668360869
16.0,3224.357511926677
17.0,3219.7805170312517
18.0,3215.8554841791465
19.0,3211.863769583875
20.0,3207.126309852159
21.0,3203.318441794436
22.0,3198.6171435727283
23.0,3194.6545487585463
24.0,3190.4181058593736
25.0,3185.5961472743043
26.0,3181.339744448512
27.0,3177.593362842204
28.0,3173.182863914931
29.0,3169.110483124049
30.0,3164.423383527292
31.0,3159.512879152831
32.0,3155.000837746309
33.0,3150.468963376736
34.0,3145.938463377005
35.0,3141.738705095488
36.0,3137.482226896294
37.0,3133.93878980089
38.0,3130.159677552897
39.0,3126.289284415962
40.0,3122.345806931829
41.0,3119.0514833919265
42.0,3115.284146875135
43.0,3111.707762020265
44.0,3108.139389905328
45.0,3104.654264675703
46.0,3101.1412879260274
47.0,3098.2222112285685
48.0,3095.003185760901
49.0,3092.01641951484
50.0,3088.952803023953
51.0,3086.183569804823
52.0,3083.597956394449
53.0,3080.959190267472
54.0,3078.078791742348
55.0,3075.816546746826
56.0,3073.624254583468
57.0,3070.798549074163
58.0,3068.824850027127
59.0,3066.182112406142
60.0,3064.0581078420696
61.0,3062.078884268664
62.0,3059.8816572907176
63.0,3058.6521117256675
64.0,3055.903296549752
65.0,3054.151179776475
66.0,3052.657701439208
67.0,3051.1842564512813
68.0,3049.372557797172
69.0,3047.644438774279
70.0,3045.0418483275
71.0,3043.361884991591
72.0,3042.119924521485
73.0,3040.946361454402
74.0,3038.898099121228
75.0,3037.2336592230904
76.0,3034.447752937688
77.0,3032.930025037301
78.0,3030.230400711668
79.0,3028.423539679362
80.0,3026.689210884601
81.0,3025.030247293294
82.0,3023.363383035075
83.0,3021.659174236518
84.0,3019.746093249511
85.0,3018.298308429904
86.0,3016.590050683321
87.0,3015.174625142688
88.0,3013.506850144449
89.0,3012.121613950196
90.0,3010.093424259172
91.0,3008.304525726319
92.0,3006.13323598036
93.0,3004.173531739232
94.0,3002.8844771637623
95.0,3000.783253270262
96.0,2998.689218239339
97.0,2996.622475098605
98.0,2994.464189323322
99.0,2992.5968035024684
100.0,2990.0136779952004
101.0,2988.0591395617657
102.0,2985.84711274509
103.0,2983.83563353746
104.0,2981.659844021129
105.0,2979.495382269696
106.0,2977.4018050908785
107.0,2974.707961068522
108.0,2971.905253254936
109.0,2969.2475281258144
110.0,2966.482078002658
111.0,2963.442412827147
112.0,2960.740716428087
113.0,2957.615897706432
114.0,2954.445975982394
115.0,2951.070684200033
116.0,2948.0223234495693
117.0,2945.1002620743843
118.0,2940.570191783313
119.0,2937.19493723592
120.0,2933.952793781874
121.0,2930.454796468509
122.0,2927.365923660891
123.0,2922.2038501844627
124.0,2917.9316915280465
125.0,2913.544040087755
126.0,2909.082339288739
127.0,2905.035274287517
128.0,2900.6016497729497
129.0,2896.43645914239
130.0,2891.5142226665585
131.0,2887.66009540541
132.0,2883.360202947864
133.0,2878.61953310425
134.0,2874.2019219082267
135.0,2869.4344353484416
136.0,2864.70484973972
137.0,2860.6433385984965
138.0,2855.305012517498
139.0,2850.8053885738123
140.0,2845.874541235351
141.0,2841.2296632523608
142.0,2836.571753923748
143.0,2831.74756220242
144.0,2826.5264253057176
145.0,2821.611241511908
146.0,2816.389052947998
147.0,2811.640313328994
148.0,2806.19348349894
149.0,2800.850039513891
150.0,2796.358853108725
151.0,2790.810154213327
152.0,2785.1099138595923
153.0,2778.5103809236684
154.0,2772.377094809704
155.0,2765.746939670817
156.0,2759.542945166966
157.0,2752.695691612686
158.0,2746.576588814427
159.0,2740.143958843183
160.0,2733.427787210424
161.0,2726.804928997939
162.0,2720.350346844481
163.0,2713.916236339927
164.0,2707.679511827256
165.0,2700.671904097764
166.0,2693.642332049426
167.0,2686.837982727051
168.0,2679.74507665202
169.0,2672.723337009008
170.0,2666.03752197184
171.0,2659.013126268992
172.0,2651.715487813721
173.0,2644.029021857232
174.0,2636.503925456544
175.0,2628.366794243706
176.0,2620.454202244196
177.0,2612.398767674154
178.0,2603.718096305206
179.0,2596.033259084336
180.0,2587.057494858534
181.0,2578.547669767658
182.0,2569.708170937365
183.0,2561.152454242078
184.0,2551.88856613946
185.0,2543.281109232721
186.0,2534.081812097978
187.0,2524.377457767876
188.0,2514.853718614635
189.0,2505.147515063477
