cycle number,Q discharge/mA.h
1.0,3240.202679093018
2.0,3242.569409173178
3.0,3241.245423133412
4.0,3240.46667462904
5.0,3239.497770822481
6.0,3237.907930428873
7.0,3235.20059774577
8.0,3233.567101232502
9.0,3231.106248272027
10.0,3226.261296600205
11.0,3224.432197403158
12.0,3220.107902076552
13.0,3216.865122004934
14.0,3214.3442795871306
15.0,3209.520445321451
16.0,3205.826421616076
17.0,3201.894234014485
18.0,3198.2770908649354
19.0,3194.826517964819
20.0,3190.40914548462
21.0,3186.4920438041195
22.0,3182.488885238989
23.0,3178.644717722573
24.0,3175.081103073188
25.0,3170.771832314588
26.0,3166.928038035478
27.0,3163.533517378065
28.0,3159.826274771319
29.0,3157.095895156928
30.0,3153.5630779770227
31.0,3150.39014738919
32.0,3147.5146124072257
33.0,3143.986291239962
34.0,3140.776598326007
35.0,3137.460672276884
36.0,3134.123873718127
37.0,3130.8381676298027
38.0,3126.896953313393
39.0,3124.172000528294
40.0,3121.243529816353
41.0,3118.029302463239
42.0,3114.9024162984224
43.0,3112.7478463532148
44.0,3109.56434607354
45.0,3106.891023478868
46.0,3104.298199469129
47.0,3101.670945501166
48.0,3099.369829881725
49.0,3097.0648055331785
50.0,3094.5589124176727
51.0,3092.188195700549
52.0,3090.279708968233
53.0,3088.195439326852
54.0,3085.749064481202
55.0,3084.018659219563
56.0,3081.443563290471
57.0,3079.3036795864537
58.0,3077.485834608154
59.0,3075.3133163152397
60.0,3074.045670647652
61.0,3072.556534662677
62.0,3070.378120241292
63.0,3068.436670991211
64.0,3065.555949033476
65.0,3063.094170595298
66.0,3062.292327389056
67.0,3060.233142303465
68.0,3057.82874813897
69.0,3055.263675606692
70.0,3051.983288077665
71.0,3049.73897033461
72.0,3048.711731068387
73.0,3045.974028329944
74.0,3043.5648848293736
75.0,3038.526443357069
76.0,3036.181774446209
77.0,3032.819979747177
78.0,3029.8263709090147
79.0,3026.429747320965
80.0,3023.151533954535
81.0,3019.980230940077
82.0,3016.999990041507
83.0,3013.2351721811247
84.0,3009.510789008108
85.0,3006.27760803304
86.0,3002.425209709743
87.0,2998.800846867269
88.0,2995.2022594812
89.0,2991.4404501723902
90.0,2987.11400349216
91.0,2982.422849514023
92.0,2979.0825698818653
93.0,2974.328426256377
94.0,2969.630092881808
95.0,2964.875394179005
96.0,2959.792611369763
97.0,2956.921157486709
98.0,2952.261065433483
99.0,2946.4527891410307
100.0,2940.346145857071
101.0,2934.545364966498
102.0,2928.8171049409966
103.0,2923.0559941974548
104.0,2917.1047642903663
105.0,2910.871071794975
106.0,2903.9191393170863
107.0,2897.037460581731
108.0,2890.484611745877
109.0,2883.9868040955957
110.0,2876.582954598932
111.0,2869.340869538036
112.0,2862.9824896120867
113.0,2855.2562456339506
114.0,2847.337600470241
115.0,2838.4905969715696
116.0,2830.056073658041
117.0,2820.948265941705
118.0,2811.612240706515
119.0,2801.344378327638
120.0,2791.601942242295
121.0,2780.514797452121
122.0,2769.8064773954247
123.0,2759.411713793943
124.0,2748.006145389541
125.0,2737.468479217395
126.0,2726.491260915663
127.0,2715.997506054009
128.0,2706.18828549981
129.0,2695.843108986273
130.0,2685.896719004856
131.0,2676.710699106174
132.0,2666.9490961901847
133.0,2656.118038680419
134.0,2645.804956858451
135.0,2635.195146295708
136.0,2624.480110721704
137.0,2613.379621121287
138.0,2602.394488175186
139.0,2594.327068415526
140.0,2580.311910310601
141.0,2569.264174411893
142.0,2557.543965859916
143.0,2545.7624128591588
144.0,2533.681161547172
145.0,2521.340110602891
146.0,2509.111900373131
